fullname,fullname,param:tensor_cls,param:device,param:scale,col,op,pred,val,mean,min,max,stddev,ops,rounds,query_result_size,tuple_element_size_bytes,tuple_count,total_size_bytes
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=60]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=60]",UnsortedCDictionaryEncoding,cpu,60.0,l_shipmode,FilterScan,Eq,AIR,0.217303691804409,0.2143304478377103,0.2189112100750208,0.0017791965116763,4.601854628866965,5,51432481,8,360011594,2880092752
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=70]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=70]",UnsortedDictionaryEncoding,cuda,70.0,l_shipmode,FilterScan,Eq,AIR,0.0001946947431908,0.0001896098256111,0.0007899589836597,1.2243028802427202e-05,5136.245507253109,4195,0,8,420017438,3360139504
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=70]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=70]",UnsortedCDictionaryEncoding,cuda,70.0,l_shipmode,FilterScan,Eq,AIR,0.0003597148665219,0.0003510257229208,0.0009574573487043,1.6605020566736815e-05,2779.979625720869,2580,0,8,420017438,3360139504
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=70]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=70]",UnsortedDictionaryEncoding,cpu,70.0,l_shipmode,FilterScan,Eq,AIR,0.0022336284510127,6.520375609397888e-05,0.0619593290612101,0.0077664390312716,447.7020336782488,101,0,8,420017438,3360139504
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=70]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=70]",UnsortedCDictionaryEncoding,cpu,70.0,l_shipmode,FilterScan,Eq,AIR,0.0192297279136255,0.0001488318666815,0.0443425197154283,0.016694177334448,52.002815874031874,8,0,8,420017438,3360139504
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=80]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=80]",UnsortedDictionaryEncoding,cuda,80.0,l_shipmode,FilterScan,Eq,AIR,0.000198210720465,0.0001880172640085,0.0018594292923808,5.502955031163819e-05,5045.135791109709,4049,0,8,480025129,3840201032
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=80]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=80]",UnsortedCDictionaryEncoding,cuda,80.0,l_shipmode,FilterScan,Eq,AIR,0.0003633376407853,0.0003482410684227,0.0019310740754008,5.7527539030834765e-05,2752.260948903135,2516,0,8,480025129,3840201032
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=80]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=80]",UnsortedDictionaryEncoding,cpu,80.0,l_shipmode,FilterScan,Eq,AIR,0.0035901731811463,6.638560444116592e-05,0.0348425544798374,0.0062559980578825,278.5380953908994,50,0,8,480025129,3840201032
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=80]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=80]",UnsortedCDictionaryEncoding,cpu,80.0,l_shipmode,FilterScan,Eq,AIR,0.0401897110277786,0.0001492844894528,0.1024917708709836,0.0389918513935535,24.881990301169647,8,0,8,480025129,3840201032
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=90]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=90]",UnsortedDictionaryEncoding,cuda,90.0,l_shipmode,FilterScan,Eq,AIR,0.0100650570426995,0.0099595561623573,0.0116248354315757,0.0002268523806894,99.35363463491962,65,77156646,8,540030432,4320243456
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=90]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=90]",UnsortedCDictionaryEncoding,cuda,90.0,l_shipmode,FilterScan,Eq,AIR,0.0003620236936324,0.0003495337441563,0.00204305537045,7.604663822740105e-05,2762.2501443659376,2544,0,8,540030432,4320243456
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=90]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=90]",UnsortedDictionaryEncoding,cpu,90.0,l_shipmode,FilterScan,Eq,AIR,0.0031803440229565,6.542447954416275e-05,0.0550599815323948,0.0087561171012305,314.4313925731746,102,0,8,540030432,4320243456
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=90]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=90]",UnsortedCDictionaryEncoding,cpu,90.0,l_shipmode,FilterScan,Eq,AIR,0.3641052955761552,0.3368890704587102,0.4044751450419426,0.0279645450785958,2.7464582694893624,5,77156646,8,540030432,4320243456
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=100]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedDictionaryEncoding-scale=100]",UnsortedDictionaryEncoding,cuda,100.0,l_shipmode,FilterScan,Eq,AIR,0.0001938732723629,0.000187867321074,0.0019450606778264,3.544370583798588e-05,5158.008568234731,4103,0,8,600037902,4800303216
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=100]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=UnsortedCDictionaryEncoding-scale=100]",UnsortedCDictionaryEncoding,cuda,100.0,l_shipmode,FilterScan,Eq,AIR,0.0003607580445635,0.0003517577424645,0.0019553499296307,7.575578842965629e-05,2771.940958959558,2524,0,8,600037902,4800303216
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=100]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedDictionaryEncoding-scale=100]",UnsortedDictionaryEncoding,cpu,100.0,l_shipmode,FilterScan,Eq,AIR,0.0067473950613046,6.510410457849503e-05,0.1494742659851908,0.020676711278325,148.20534308638003,107,0,8,600037902,4800303216
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=100]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=UnsortedCDictionaryEncoding-scale=100]",UnsortedCDictionaryEncoding,cpu,100.0,l_shipmode,FilterScan,Eq,AIR,0.0919777055969461,0.0188981173560023,0.1368812723085284,0.048982487909442,10.872199882676805,8,0,8,600037902,4800303216
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.1]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.1]",PlainEncoding,cuda,0.1,l_shipmode,FilterScan,Eq,AIR,0.0002256054876675,0.000209498219192,0.0012466255575418,2.594355771368973e-05,4432.516293546468,2007,85689,7,600572,4204004
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.1]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.1]",CPlainEncoding,cuda,0.1,l_shipmode,FilterScan,Eq,AIR,0.0009349446516917,0.0009215082973241,0.0021828915923833,5.51395949671296e-05,1069.5820316106704,928,85689,7,600572,4204004
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.1]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.1]",DictionaryEncoding,cuda,0.1,l_shipmode,FilterScan,Eq,AIR,0.0002695485456069,0.0002632904797792,0.0013658301904797,2.7985026262312655e-05,3709.906865749394,3201,85689,8,600572,4804576
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.1]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.1]",CDictionaryEncoding,cuda,0.1,l_shipmode,FilterScan,Eq,AIR,0.0009644841557019,0.0009502936154603,0.0020282082259655,4.139949602225465e-05,1036.8236679556576,1024,85689,8,600572,4804576
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.2]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.2]",PlainEncoding,cuda,0.2,l_shipmode,FilterScan,Eq,AIR,0.0002627227150801,0.0002452349290251,0.0008773449808359,1.9716021055296848e-05,3806.29440318848,3229,171945,7,1199969,8399783
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.2]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.2]",CPlainEncoding,cuda,0.2,l_shipmode,FilterScan,Eq,AIR,0.000933441801312,0.0009205853566527,0.0021221153438091,5.243816823015965e-05,1071.3040690854075,1069,171945,7,1199969,8399783
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.2]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.2]",DictionaryEncoding,cuda,0.2,l_shipmode,FilterScan,Eq,AIR,0.0002712127777447,0.0002621673047542,0.0014422852545976,2.9887966778308437e-05,3687.1419123955184,3561,171945,8,1199969,9599752
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.2]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.2]",CDictionaryEncoding,cuda,0.2,l_shipmode,FilterScan,Eq,AIR,0.0009701109762734,0.0009535085409879,0.0021531647071242,4.773394456480619e-05,1030.8099016067374,1019,171945,8,1199969,9599752
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.3]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.3]",PlainEncoding,cuda,0.3,l_shipmode,FilterScan,Eq,AIR,0.000304982335891,0.0002897595986723,0.0009380402043461,2.2018910534237528e-05,3278.878421198618,2738,257939,7,1800093,12600651
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.3]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.3]",CPlainEncoding,cuda,0.3,l_shipmode,FilterScan,Eq,AIR,0.000947489316124,0.0009143147617578,0.0015440406277775,2.9578318924518813e-05,1055.420871752653,1059,257939,7,1800093,12600651
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.3]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.3]",DictionaryEncoding,cuda,0.3,l_shipmode,FilterScan,Eq,AIR,0.0002714766094781,0.0002633584663271,0.0013980418443679,2.201398214158708e-05,3683.5586016870766,3502,257939,8,1800093,14400744
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.3]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.3]",CDictionaryEncoding,cuda,0.3,l_shipmode,FilterScan,Eq,AIR,0.0009627007090045,0.00093949213624,0.0027059931308031,5.603775243376047e-05,1038.7444307941091,1049,257939,8,1800093,14400744
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.4]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.4]",PlainEncoding,cuda,0.4,l_shipmode,FilterScan,Eq,AIR,0.0003617884108254,0.0003402447327971,0.0013748882338404,3.18678325205513e-05,2764.046525753314,2341,343664,7,2399740,16798180
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.4]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.4]",CPlainEncoding,cuda,0.4,l_shipmode,FilterScan,Eq,AIR,0.0009485450317309,0.0009371982887387,0.0019795149564743,3.277182534359457e-05,1054.2462050275085,1037,343664,7,2399740,16798180
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.4]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.4]",DictionaryEncoding,cuda,0.4,l_shipmode,FilterScan,Eq,AIR,0.0002717135127791,0.0002633985131978,0.0005844989791512,1.103939379359124e-05,3680.346957248714,3550,343664,8,2399740,19197920
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.4]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.4]",CDictionaryEncoding,cuda,0.4,l_shipmode,FilterScan,Eq,AIR,0.0009691624655428,0.0009398227557539,0.0011194739490747,1.806635450897764e-05,1031.818746137593,1053,343664,8,2399740,19197920
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.5]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.5]",PlainEncoding,cuda,0.5,l_shipmode,FilterScan,Eq,AIR,0.0004161745811686,0.0003886967897415,0.0015529077500104,4.122936901238491e-05,2402.837763882237,2097,429704,7,2999671,20997697
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.5]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.5]",CPlainEncoding,cuda,0.5,l_shipmode,FilterScan,Eq,AIR,0.0009824139596794,0.000952978618443,0.0019752280786633,3.649304113416274e-05,1017.9008453079337,1023,429704,7,2999671,20997697
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.5]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.5]",DictionaryEncoding,cuda,0.5,l_shipmode,FilterScan,Eq,AIR,0.0002874086510659,0.0002769147977232,0.0013277288526296,2.0454557292909287e-05,3479.3663875150824,3398,429704,8,2999671,23997368
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.5]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.5]",CDictionaryEncoding,cuda,0.5,l_shipmode,FilterScan,Eq,AIR,0.0009714343801111,0.0009509846568107,0.001917477697134,3.183782820033305e-05,1029.4056093480622,1026,429704,8,2999671,23997368
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.6]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.6]",PlainEncoding,cuda,0.6,l_shipmode,FilterScan,Eq,AIR,0.0004637936984346,0.0004378715530037,0.0006798505783081,3.615557707175932e-05,2156.131062959789,1823,515493,7,3601036,25207252
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.6]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.6]",CPlainEncoding,cuda,0.6,l_shipmode,FilterScan,Eq,AIR,0.0009961316548287,0.0009787967428565,0.0021260743960738,3.756487315820796e-05,1003.8833673766528,1000,515493,7,3601036,25207252
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.6]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.6]",DictionaryEncoding,cuda,0.6,l_shipmode,FilterScan,Eq,AIR,0.0003043486234989,0.0002933852374553,0.0013169087469577,2.2442163514992826e-05,3285.705676942561,2931,515493,8,3601036,28808288
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.6]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.6]",CDictionaryEncoding,cuda,0.6,l_shipmode,FilterScan,Eq,AIR,0.0009862522435264,0.0009664027020335,0.0020321561023592,3.588437306173116e-05,1013.9393918378825,1011,515493,8,3601036,28808288
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.7]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.7]",PlainEncoding,cuda,0.7,l_shipmode,FilterScan,Eq,AIR,0.0005193988884102,0.0004868730902671,0.0015726340934634,5.059864151719917e-05,1925.3025416761036,1659,601095,7,4200337,29402359
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.7]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.7]",CPlainEncoding,cuda,0.7,l_shipmode,FilterScan,Eq,AIR,0.001032734507714,0.001015025191009,0.001686168834567,2.314868030960349e-05,968.3030755053388,970,601095,7,4200337,29402359
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.7]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.7]",DictionaryEncoding,cuda,0.7,l_shipmode,FilterScan,Eq,AIR,0.0003105128107811,0.0003038477152585,0.000845774076879,1.2955776773060576e-05,3220.4790439544367,3082,601095,8,4200337,33602696
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.7]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.7]",CDictionaryEncoding,cuda,0.7,l_shipmode,FilterScan,Eq,AIR,0.0009954624148831,0.0009739473462104,0.0020594978705048,3.582489203129519e-05,1004.5582686487916,1011,601095,8,4200337,33602696
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.8]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.8]",PlainEncoding,cuda,0.8,l_shipmode,FilterScan,Eq,AIR,0.0005695424029988,0.0005372492596507,0.0015363348647952,5.349464891400438e-05,1755.7955206402046,1472,687034,7,4800841,33605887
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.8]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.8]",CPlainEncoding,cuda,0.8,l_shipmode,FilterScan,Eq,AIR,0.0011159110453291,0.0010886248201131,0.0021288888528943,4.018284381699075e-05,896.1287767386774,908,687034,7,4800841,33605887
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.8]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.8]",DictionaryEncoding,cuda,0.8,l_shipmode,FilterScan,Eq,AIR,0.0003291724105894,0.0003138249740004,0.0014815712347626,2.3996464143694655e-05,3037.921672139274,2888,687034,8,4800841,38406728
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.8]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.8]",CDictionaryEncoding,cuda,0.8,l_shipmode,FilterScan,Eq,AIR,0.0010105669376885,0.0009867725893855,0.0020695468410849,3.698816729581967e-05,989.543554915112,996,687034,8,4800841,38406728
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.9]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=0.9]",PlainEncoding,cuda,0.9,l_shipmode,FilterScan,Eq,AIR,0.0006271884405771,0.0005857720971107,0.001274948939681,5.466509365914655e-05,1594.417140532488,1356,772525,7,5400556,37803892
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.9]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=0.9]",CPlainEncoding,cuda,0.9,l_shipmode,FilterScan,Eq,AIR,0.0011442260417555,0.0011246232315897,0.0021728826686739,3.702602039838356e-05,873.9531906351039,868,772525,7,5400556,37803892
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.9]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=0.9]",DictionaryEncoding,cuda,0.9,l_shipmode,FilterScan,Eq,AIR,0.0003329203538955,0.0003245258703827,0.0004861233755946,1.0608761955603309e-05,3003.7214255563167,2488,772525,8,5400556,43204448
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.9]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=0.9]",CDictionaryEncoding,cuda,0.9,l_shipmode,FilterScan,Eq,AIR,0.0010210346684093,0.0009953379631042,0.0021920893341302,4.0834318812321854e-05,979.3986736589892,955,772525,8,5400556,43204448
