fullname,fullname.1,param:tensor_cls,param:device,param:scale,col,op,pred,val,mean,min,max,stddev,ops,rounds,query_result_size,tuple_element_size_bytes,tuple_count,total_size_bytes
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=30]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=30]",DictionaryEncoding,cuda,30.0,l_shipmode,FilterScan,Eq,AIR,0.0034859072475228,0.0034476211294531,0.0035874648019671,2.508643504036048e-05,286.86936541717216,192,25713820,8,179998372,1439986976
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=30]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=30]",CDictionaryEncoding,cuda,30.0,l_shipmode,FilterScan,Eq,AIR,0.0041866807979257,0.004127430729568,0.0044553522020578,6.148109974363413e-05,238.8526969850284,170,25713820,8,179998372,1439986976
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=40]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=40]",PlainEncoding,cuda,40.0,l_shipmode,FilterScan,Eq,AIR,0.0211514975202994,0.0203680898994207,0.0255717318505048,0.0018052141012679,47.27797637213556,36,34289827,7,240012290,1680086030
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=40]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=40]",CPlainEncoding,cuda,40.0,l_shipmode,FilterScan,Eq,AIR,0.0255729464461674,0.0255033513531088,0.0257014762610197,3.961228246756816e-05,39.10382411761032,37,34289827,7,240012290,1680086030
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=40]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=40]",DictionaryEncoding,cuda,40.0,l_shipmode,FilterScan,Eq,AIR,0.0045655983526052,0.0045241126790642,0.0046493802219629,2.631765671723468e-05,219.0293413412876,144,34289827,8,240012290,1920098320
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=40]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=40]",CDictionaryEncoding,cuda,40.0,l_shipmode,FilterScan,Eq,AIR,0.0052450896226659,0.005198280327022,0.0053397705778479,2.698842007077612e-05,190.6545115413524,132,34289827,8,240012290,1920098320
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=50]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=50]",PlainEncoding,cuda,50.0,l_shipmode,FilterScan,Eq,AIR,0.0269981640358937,0.0254482366144657,0.0320799984037876,0.0027272301553442,37.03955567758284,29,42860070,7,300005811,2100040677
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=50]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=50]",CPlainEncoding,cuda,50.0,l_shipmode,FilterScan,Eq,AIR,0.0318601403074959,0.0317740878090262,0.0322982119396328,9.072937974019486e-05,31.387181297651782,30,42860070,7,300005811,2100040677
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=50]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=50]",DictionaryEncoding,cuda,50.0,l_shipmode,FilterScan,Eq,AIR,0.00565548801524,0.0056069465354084,0.0057676909491419,2.772915128294964e-05,176.81940043109617,117,42860070,8,300005811,2400046488
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=50]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=50]",CDictionaryEncoding,cuda,50.0,l_shipmode,FilterScan,Eq,AIR,0.0063521516060939,0.0062972661107778,0.0066925175487995,4.818941060326788e-05,157.42697309690266,108,42860070,8,300005811,2400046488
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=60]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=60]",PlainEncoding,cuda,60.0,l_shipmode,FilterScan,Eq,AIR,0.0314765279181301,0.0306206243112683,0.0383144514635205,0.0022916476115692,31.769704797205737,24,51432481,7,360011594,2520081158
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=60]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=60]",CPlainEncoding,cuda,60.0,l_shipmode,FilterScan,Eq,AIR,0.0381817978993058,0.0380750875920057,0.0383323533460497,5.103861976334653e-05,26.190490103091268,25,51432481,7,360011594,2520081158
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=60]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=60]",DictionaryEncoding,cuda,60.0,l_shipmode,FilterScan,Eq,AIR,0.0067415133829122,0.0066827489063143,0.0074999295175075,8.621539944884363e-05,148.3346458281457,97,51432481,8,360011594,2880092752
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=60]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=60]",CDictionaryEncoding,cuda,60.0,l_shipmode,FilterScan,Eq,AIR,0.0074189492885995,0.0073652034625411,0.0076292240992188,3.474837099052759e-05,134.78997646427788,92,51432481,8,360011594,2880092752
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=70]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=70]",PlainEncoding,cuda,70.0,l_shipmode,FilterScan,Eq,AIR,0.0373727889021947,0.0355596654117107,0.0446767313405871,0.0036209194172531,26.757435807560903,21,60005955,7,420017438,2940122066
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=70]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=70]",CPlainEncoding,cuda,70.0,l_shipmode,FilterScan,Eq,AIR,0.044566854157231,0.0444447323679924,0.0449709799140691,0.0001082435309109,22.438200292800964,22,60005955,7,420017438,2940122066
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=70]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=70]",DictionaryEncoding,cuda,70.0,l_shipmode,FilterScan,Eq,AIR,0.0078330927876284,0.0077855810523033,0.0079370681196451,2.858697148195952e-05,127.66349475387264,83,60005955,8,420017438,3360139504
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=70]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=70]",CDictionaryEncoding,cuda,70.0,l_shipmode,FilterScan,Eq,AIR,0.0085236609712997,0.0084700416773557,0.0086080003529787,3.337237307766972e-05,117.32048040943044,79,60005955,8,420017438,3360139504
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=80]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=80]",PlainEncoding,cuda,80.0,l_shipmode,FilterScan,Eq,AIR,0.0416915383603837,0.0404703170061111,0.0510769505053758,0.0030490184372904,23.98568245085968,18,68580321,7,480025129,3360175903
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=80]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=80]",CPlainEncoding,cuda,80.0,l_shipmode,FilterScan,Eq,AIR,0.0507657162256931,0.050680068321526,0.0509081203490495,5.177293032504384e-05,19.69833333098704,19,68580321,7,480025129,3360175903
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=80]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=80]",DictionaryEncoding,cuda,80.0,l_shipmode,FilterScan,Eq,AIR,0.008915438431583,0.0088600097224116,0.008994085714221,3.492620863299156e-05,112.16498298698234,73,68580321,8,480025129,3840201032
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=80]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=80]",CDictionaryEncoding,cuda,80.0,l_shipmode,FilterScan,Eq,AIR,0.0096160505233066,0.0095349615439772,0.0097007751464843,3.269609084913458e-05,103.99279803868303,70,68580321,8,480025129,3840201032
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=90]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=90]",PlainEncoding,cuda,90.0,l_shipmode,FilterScan,Eq,AIR,0.0475751985795795,0.045544353313744,0.0573700116947293,0.0041450527382891,21.019355249296297,16,77156646,7,540030432,3780213024
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=90]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=90]",CPlainEncoding,cuda,90.0,l_shipmode,FilterScan,Eq,AIR,0.0570560327238019,0.0569443628191947,0.057182134129107,6.923128999879217e-05,17.526630441356144,17,77156646,7,540030432,3780213024
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=90]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=90]",DictionaryEncoding,cuda,90.0,l_shipmode,FilterScan,Eq,AIR,0.0100196624461274,0.0099613098427653,0.0103996023535728,5.970214639755278e-05,99.80376139183124,65,77156646,8,540030432,4320243456
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=90]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=90]",CDictionaryEncoding,cuda,90.0,l_shipmode,FilterScan,Eq,AIR,0.0107076267401377,0.0106381839141249,0.0114942891523242,0.0001081530993861,93.3913764710794,63,77156646,8,540030432,4320243456
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=100]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=PlainEncoding-scale=100]",PlainEncoding,cuda,100.0,l_shipmode,FilterScan,Eq,AIR,0.0508757042388121,0.0506047299131751,0.052217811346054,0.0003794429508676,19.65574757070623,15,85729153,7,600037902,4200265314
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=100]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CPlainEncoding-scale=100]",CPlainEncoding,cuda,100.0,l_shipmode,FilterScan,Eq,AIR,0.0633983685324589,0.0632917005568742,0.0635109459981322,6.154120747188303e-05,15.773276555027062,15,85729153,7,600037902,4200265314
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=100]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=DictionaryEncoding-scale=100]",DictionaryEncoding,cuda,100.0,l_shipmode,FilterScan,Eq,AIR,0.0111134812488394,0.0110489837825298,0.0112205483019351,3.945810335182931e-05,89.9808059787233,59,85729153,8,600037902,4800303216
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=100]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cuda-encoding=CDictionaryEncoding-scale=100]",CDictionaryEncoding,cuda,100.0,l_shipmode,FilterScan,Eq,AIR,0.0117920232670647,0.0117190741002559,0.0118926828727126,3.954106506717511e-05,84.80308911813367,56,85729153,8,600037902,4800303216
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=PlainEncoding-scale=1.0]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=PlainEncoding-scale=1.0]",PlainEncoding,cpu,1.0,l_shipmode,FilterScan,Eq,AIR,0.0166102067765886,0.0163196856155991,0.01789181958884,0.0002439963219033,60.203946492072255,61,858104,7,6001215,42008505
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CPlainEncoding-scale=1.0]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CPlainEncoding-scale=1.0]",CPlainEncoding,cpu,1.0,l_shipmode,FilterScan,Eq,AIR,0.030161147170207,0.0297056147828698,0.0306856045499444,0.0002323643829864,33.155237576234875,34,858104,7,6001215,42008505
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=DictionaryEncoding-scale=1.0]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=DictionaryEncoding-scale=1.0]",DictionaryEncoding,cpu,1.0,l_shipmode,FilterScan,Eq,AIR,0.0042243539707876,0.0040141073986887,0.0059236902743577,0.0001917912830641,236.7225869127525,238,858104,8,6001215,48009720
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CDictionaryEncoding-scale=1.0]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CDictionaryEncoding-scale=1.0]",CDictionaryEncoding,cpu,1.0,l_shipmode,FilterScan,Eq,AIR,0.0045994886037225,0.0043628886342048,0.006405534222722,0.0001983802245021,217.41547510100497,198,858104,8,6001215,48009720
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=PlainEncoding-scale=1]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=PlainEncoding-scale=1]",PlainEncoding,cpu,1.0,l_shipmode,FilterScan,Eq,AIR,0.0217172006833488,0.0209930734708905,0.0232072854414582,0.0003810932738365,46.04645021154712,46,858104,7,6001215,42008505
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CPlainEncoding-scale=1]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CPlainEncoding-scale=1]",CPlainEncoding,cpu,1.0,l_shipmode,FilterScan,Eq,AIR,0.0350368763159575,0.0343365734443068,0.0356381023302674,0.000361854503313,28.541357139892945,29,858104,7,6001215,42008505
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=DictionaryEncoding-scale=1]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=DictionaryEncoding-scale=1]",DictionaryEncoding,cpu,1.0,l_shipmode,FilterScan,Eq,AIR,0.0042701384339195,0.0039991876110434,0.0066829100251197,0.0002294490995846,234.18444518252147,234,858104,8,6001215,48009720
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CDictionaryEncoding-scale=1]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CDictionaryEncoding-scale=1]",CDictionaryEncoding,cpu,1.0,l_shipmode,FilterScan,Eq,AIR,0.0046531241184667,0.0044087450951337,0.0057525746524333,0.0002021784546397,214.909375838767,184,858104,8,6001215,48009720
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=PlainEncoding-scale=2]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=PlainEncoding-scale=2]",PlainEncoding,cpu,2.0,l_shipmode,FilterScan,Eq,AIR,0.0419284296610082,0.0411648787558078,0.0443254560232162,0.0006565307716416,23.85016582030403,24,1715532,7,11997996,83985972
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CPlainEncoding-scale=2]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CPlainEncoding-scale=2]",CPlainEncoding,cpu,2.0,l_shipmode,FilterScan,Eq,AIR,0.0703627282132705,0.0695013673976063,0.0711024338379502,0.0004862063883098,14.212069733410344,15,1715532,7,11997996,83985972
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=DictionaryEncoding-scale=2]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=DictionaryEncoding-scale=2]",DictionaryEncoding,cpu,2.0,l_shipmode,FilterScan,Eq,AIR,0.008381560716811,0.0081256674602627,0.009596899151802,0.0001746169279094,119.3095216734858,113,1715532,8,11997996,95983968
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CDictionaryEncoding-scale=2]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CDictionaryEncoding-scale=2]",CDictionaryEncoding,cpu,2.0,l_shipmode,FilterScan,Eq,AIR,0.0087600932456552,0.0084533486515283,0.009717890061438,0.0004065151119319,114.15403603106223,8,1715532,8,11997996,95983968
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=PlainEncoding-scale=3]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=PlainEncoding-scale=3]",PlainEncoding,cpu,3.0,l_shipmode,FilterScan,Eq,AIR,0.0620744860498234,0.0611856169998645,0.06466631218791,0.0009647500767262,16.109678285493334,16,2571601,7,17996609,125976263
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CPlainEncoding-scale=3]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CPlainEncoding-scale=3]",CPlainEncoding,cpu,3.0,l_shipmode,FilterScan,Eq,AIR,0.1047070264816284,0.1037481790408492,0.1060707364231348,0.0006328751709942,9.550457439219295,10,2571601,7,17996609,125976263
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=DictionaryEncoding-scale=3]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=DictionaryEncoding-scale=3]",DictionaryEncoding,cpu,3.0,l_shipmode,FilterScan,Eq,AIR,0.0122451201702157,0.011978798545897,0.0145836817100644,0.0003552015216227,81.66518466942733,78,2571601,8,17996609,143972872
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CDictionaryEncoding-scale=3]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CDictionaryEncoding-scale=3]",CDictionaryEncoding,cpu,3.0,l_shipmode,FilterScan,Eq,AIR,0.012554275705234,0.0122839082032442,0.01401003357023,0.0002911007928765,79.65413724211028,76,2571601,8,17996609,143972872
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=PlainEncoding-scale=4]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=PlainEncoding-scale=4]",PlainEncoding,cpu,4.0,l_shipmode,FilterScan,Eq,AIR,0.0818948396123372,0.0812078202143311,0.0837000580504536,0.0007468255018938,12.21078159177874,13,3427035,7,23996604,167976228
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CPlainEncoding-scale=4]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CPlainEncoding-scale=4]",CPlainEncoding,cpu,4.0,l_shipmode,FilterScan,Eq,AIR,0.1379315704107284,0.1369401197880506,0.1390166291967034,0.0006480325827721,7.249971830395538,8,3427035,7,23996604,167976228
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=DictionaryEncoding-scale=4]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=DictionaryEncoding-scale=4]",DictionaryEncoding,cpu,4.0,l_shipmode,FilterScan,Eq,AIR,0.0159614200718582,0.0157618476077914,0.0164730073884129,0.0001304634265604,62.65106710418016,63,3427035,8,23996604,191972832
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CDictionaryEncoding-scale=4]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CDictionaryEncoding-scale=4]",CDictionaryEncoding,cpu,4.0,l_shipmode,FilterScan,Eq,AIR,0.0166946686621682,0.016122531145811,0.0276036681607365,0.0019665895947617,59.89936190025135,51,3427035,8,23996604,191972832
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=PlainEncoding-scale=5]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=PlainEncoding-scale=5]",PlainEncoding,cpu,5.0,l_shipmode,FilterScan,Eq,AIR,0.1010906314477324,0.100159415975213,0.1043233750388026,0.0012144504952853,9.892113499330913,11,4285543,7,29999795,209998565
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CPlainEncoding-scale=5]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CPlainEncoding-scale=5]",CPlainEncoding,cpu,5.0,l_shipmode,FilterScan,Eq,AIR,0.1858323795410494,0.1838811337947845,0.1911605056375265,0.0026724935298399,5.381193538336548,6,4285543,7,29999795,209998565
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=DictionaryEncoding-scale=5]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=DictionaryEncoding-scale=5]",DictionaryEncoding,cpu,5.0,l_shipmode,FilterScan,Eq,AIR,0.0198245746832267,0.0195836964994668,0.0210080202668905,0.0002189351522878,50.442444086635646,51,4285543,8,29999795,239998360
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CDictionaryEncoding-scale=5]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=CDictionaryEncoding-scale=5]",CDictionaryEncoding,cpu,5.0,l_shipmode,FilterScan,Eq,AIR,0.0202864198572933,0.0198916802182793,0.0269284313544631,0.0010158866064849,49.29406011679682,50,4285543,8,29999795,239998360
"test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=PlainEncoding-scale=6]","bench_test.py::TestStringColumnTensor::test_tpch_string_processing[op=FilterScan,col=l_shipmode,pred=Eq,val=AIR-device=cpu-encoding=PlainEncoding-scale=6]",PlainEncoding,cpu,6.0,l_shipmode,FilterScan,Eq,AIR,0.1197839077148172,0.1193843223154544,0.1201895596459508,0.000262336612122,8.34836681385291,9,5141780,7,36000148,252001036
